Sdate,Cosit,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flag Text
21/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
21/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
21/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
21/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
21/12/2024 22:00,100125,60,1, Eastbound,1,East,1,Checked
21/12/2024 22:00,100125,60,2,Westbound,2,West,1,Checked
21/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
21/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 04:00,100125,60,1, Eastbound,1,East,1,Checked
22/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 08:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 09:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 09:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 10:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 10:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 11:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 11:00,100125,60,2,Westbound,2,West,1,Checked
22/12/2024 12:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 12:00,100125,60,2,Westbound,2,West,1,Checked
22/12/2024 13:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 13:00,100125,60,2,Westbound,2,West,2,Checked
22/12/2024 14:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 14:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 15:00,100125,60,1, Eastbound,1,East,1,Checked
22/12/2024 15:00,100125,60,2,Westbound,2,West,2,Checked
22/12/2024 16:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 18:00,100125,60,1, Eastbound,1,East,3,Checked
22/12/2024 18:00,100125,60,2,Westbound,2,West,1,Checked
22/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 20:00,100125,60,2,Westbound,2,West,1,Checked
22/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
22/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
22/12/2024 23:00,100125,60,1, Eastbound,1,East,1,Checked
22/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 07:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 08:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 09:00,100125,60,1, Eastbound,1,East,1,Checked
23/12/2024 09:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 10:00,100125,60,1, Eastbound,1,East,1,Checked
23/12/2024 10:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 11:00,100125,60,1, Eastbound,1,East,2,Checked
23/12/2024 11:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 12:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 12:00,100125,60,2,Westbound,2,West,2,Checked
23/12/2024 13:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 13:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 14:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 14:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 15:00,100125,60,1, Eastbound,1,East,3,Checked
23/12/2024 15:00,100125,60,2,Westbound,2,West,2,Checked
23/12/2024 16:00,100125,60,1, Eastbound,1,East,1,Checked
23/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 18:00,100125,60,1, Eastbound,1,East,1,Checked
23/12/2024 18:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 19:00,100125,60,2,Westbound,2,West,1,Checked
23/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
23/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
23/12/2024 23:00,100125,60,1, Eastbound,1,East,1,Checked
23/12/2024 23:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 01:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 01:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 06:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 07:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 08:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 09:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 09:00,100125,60,2,Westbound,2,West,2,Checked
24/12/2024 10:00,100125,60,1, Eastbound,1,East,4,Checked
24/12/2024 10:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 11:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 11:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 12:00,100125,60,1, Eastbound,1,East,2,Checked
24/12/2024 12:00,100125,60,2,Westbound,2,West,3,Checked
24/12/2024 13:00,100125,60,1, Eastbound,1,East,4,Checked
24/12/2024 13:00,100125,60,2,Westbound,2,West,2,Checked
24/12/2024 14:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 14:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 15:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 15:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 16:00,100125,60,1, Eastbound,1,East,1,Checked
24/12/2024 16:00,100125,60,2,Westbound,2,West,2,Checked
24/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 18:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 18:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
24/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 22:00,100125,60,2,Westbound,2,West,1,Checked
24/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
24/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 01:00,100125,60,1, Eastbound,1,East,1,Checked
25/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 08:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 09:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 09:00,100125,60,2,Westbound,2,West,1,Checked
25/12/2024 10:00,100125,60,1, Eastbound,1,East,2,Checked
25/12/2024 10:00,100125,60,2,Westbound,2,West,3,Checked
25/12/2024 11:00,100125,60,1, Eastbound,1,East,1,Checked
25/12/2024 11:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 12:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 12:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 13:00,100125,60,1, Eastbound,1,East,2,Checked
25/12/2024 13:00,100125,60,2,Westbound,2,West,2,Checked
25/12/2024 14:00,100125,60,1, Eastbound,1,East,4,Checked
25/12/2024 14:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 15:00,100125,60,1, Eastbound,1,East,1,Checked
25/12/2024 15:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 16:00,100125,60,1, Eastbound,1,East,1,Checked
25/12/2024 16:00,100125,60,2,Westbound,2,West,1,Checked
25/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 18:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 18:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 20:00,100125,60,2,Westbound,2,West,3,Checked
25/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
25/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
25/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 05:00,100125,60,2,Westbound,2,West,1,Checked
26/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 07:00,100125,60,1, Eastbound,1,East,1,Checked
26/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 08:00,100125,60,1, Eastbound,1,East,1,Checked
26/12/2024 08:00,100125,60,2,Westbound,2,West,1,Checked
26/12/2024 09:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 09:00,100125,60,2,Westbound,2,West,1,Checked
26/12/2024 10:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 10:00,100125,60,2,Westbound,2,West,2,Checked
26/12/2024 11:00,100125,60,1, Eastbound,1,East,4,Checked
26/12/2024 11:00,100125,60,2,Westbound,2,West,8,Checked
26/12/2024 12:00,100125,60,1, Eastbound,1,East,7,Checked
26/12/2024 12:00,100125,60,2,Westbound,2,West,6,Checked
26/12/2024 13:00,100125,60,1, Eastbound,1,East,4,Checked
26/12/2024 13:00,100125,60,2,Westbound,2,West,1,Checked
26/12/2024 14:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 14:00,100125,60,2,Westbound,2,West,3,Checked
26/12/2024 15:00,100125,60,1, Eastbound,1,East,3,Checked
26/12/2024 15:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 16:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 18:00,100125,60,1, Eastbound,1,East,1,Checked
26/12/2024 18:00,100125,60,2,Westbound,2,West,1,Checked
26/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
26/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
26/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 07:00,100125,60,1, Eastbound,1,East,1,Checked
27/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 08:00,100125,60,1, Eastbound,1,East,1,Checked
27/12/2024 08:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 09:00,100125,60,1, Eastbound,1,East,2,Checked
27/12/2024 09:00,100125,60,2,Westbound,2,West,1,Checked
27/12/2024 10:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 10:00,100125,60,2,Westbound,2,West,6,Checked
27/12/2024 11:00,100125,60,1, Eastbound,1,East,2,Checked
27/12/2024 11:00,100125,60,2,Westbound,2,West,1,Checked
27/12/2024 12:00,100125,60,1, Eastbound,1,East,1,Checked
27/12/2024 12:00,100125,60,2,Westbound,2,West,1,Checked
27/12/2024 13:00,100125,60,1, Eastbound,1,East,4,Checked
27/12/2024 13:00,100125,60,2,Westbound,2,West,2,Checked
27/12/2024 14:00,100125,60,1, Eastbound,1,East,4,Checked
27/12/2024 14:00,100125,60,2,Westbound,2,West,1,Checked
27/12/2024 15:00,100125,60,1, Eastbound,1,East,2,Checked
27/12/2024 15:00,100125,60,2,Westbound,2,West,5,Checked
27/12/2024 16:00,100125,60,1, Eastbound,1,East,3,Checked
27/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 18:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 18:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 21:00,100125,60,2,Westbound,2,West,1,Checked
27/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
27/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
27/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 08:00,100125,60,2,Westbound,2,West,1,Checked
28/12/2024 09:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 09:00,100125,60,2,Westbound,2,West,2,Checked
28/12/2024 10:00,100125,60,1, Eastbound,1,East,1,Checked
28/12/2024 10:00,100125,60,2,Westbound,2,West,2,Checked
28/12/2024 11:00,100125,60,1, Eastbound,1,East,3,Checked
28/12/2024 11:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 12:00,100125,60,1, Eastbound,1,East,1,Checked
28/12/2024 12:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 13:00,100125,60,1, Eastbound,1,East,1,Checked
28/12/2024 13:00,100125,60,2,Westbound,2,West,3,Checked
28/12/2024 14:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 14:00,100125,60,2,Westbound,2,West,1,Checked
28/12/2024 15:00,100125,60,1, Eastbound,1,East,2,Checked
28/12/2024 15:00,100125,60,2,Westbound,2,West,1,Checked
28/12/2024 16:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 18:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 18:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 19:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
28/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
28/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 00:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 06:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 08:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 09:00,100125,60,1, Eastbound,1,East,1,Checked
29/12/2024 09:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 10:00,100125,60,1, Eastbound,1,East,2,Checked
29/12/2024 10:00,100125,60,2,Westbound,2,West,5,Checked
29/12/2024 11:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 11:00,100125,60,2,Westbound,2,West,3,Checked
29/12/2024 12:00,100125,60,1, Eastbound,1,East,8,Checked
29/12/2024 12:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 13:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 13:00,100125,60,2,Westbound,2,West,1,Checked
29/12/2024 14:00,100125,60,1, Eastbound,1,East,2,Checked
29/12/2024 14:00,100125,60,2,Westbound,2,West,1,Checked
29/12/2024 15:00,100125,60,1, Eastbound,1,East,1,Checked
29/12/2024 15:00,100125,60,2,Westbound,2,West,1,Checked
29/12/2024 16:00,100125,60,1, Eastbound,1,East,1,Checked
29/12/2024 16:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 17:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 17:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 18:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 18:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 19:00,100125,60,1, Eastbound,1,East,2,Checked
29/12/2024 19:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 20:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 20:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 21:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 21:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 22:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 22:00,100125,60,2,Westbound,2,West,0,Checked
29/12/2024 23:00,100125,60,1, Eastbound,1,East,0,Checked
29/12/2024 23:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 00:00,100125,60,1, Eastbound,1,East,1,Checked
30/12/2024 00:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 01:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 01:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 02:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 02:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 03:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 03:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 04:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 04:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 05:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 05:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 06:00,100125,60,1, Eastbound,1,East,1,Checked
30/12/2024 06:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 07:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 07:00,100125,60,2,Westbound,2,West,0,Checked
30/12/2024 08:00,100125,60,1, Eastbound,1,East,0,Checked
30/12/2024 08:00,100125,60,2,Westbound,2,West,1,Checked
30/12/2024 09:00,100125,60,1, Eastbound,1,East,1,Checked
30/12/2024 09:00,100125,60,2,Westbound,2,West,1,Checked
30/12/2024 10:00,100125,60,1, Eastbound,1,East,4,Checked
30/12/2024 10:00,100125,60,2,Westbound,2,West,1,Checked
30/12/2024 11:00,100125,60,1, Eastbound,1,East,1,Checked
30/12/2024 11:00,100125,60,2,Westbound,2,West,1,Checked
